H19;Choriocarcinoma
H19;Kidney Neoplasms
H19;Marek Disease
H19;Neoplasms, Germ Cell and Embryonal
H19;pheochromocytoma
H19;Pituitary Adenomas
H19;Prostate Neoplasms
HOTAIR;Arthritis
HOTAIR;Cervical Neoplasms
HOTAIR;Small Cell Lung Carcinoma
MALAT1;Cervical Neoplasms
MALAT1;Small Cell Lung Carcinoma
PVT1;Diabetes Mellitus
PVT1;Diabetes Mellitus, Type 1
PVT1;Diabetic Nephropathies
PVT1;Prostate Neoplasms
KCNQ1OT1;Kidney Neoplasms
MIR155HG;Leukemia, lymphoblastic, Chronic
SNHG11;obesity
TDRG1;Testicular Neoplasms
PINK1-AS;Metabolic Diseases
PINK1-AS;Parkinson Disease
SNHG16;Bladder Neoplasms
RN7SL1;Acquired Immunodeficiency Syndrome
SNHG3;Alzheimer Disease
CBR3-AS1;carcinoma
CBR3-AS1;Prostate Neoplasms
CDKN2B-AS1;Cardiovascular Diseases
CDKN2B-AS1;Diabetes Mellitus
CDKN2B-AS1;Diabetes Mellitus, Type 2
CDKN2B-AS1;Gastric Neoplasms
CDKN2B-AS1;Intracranial Aneurysm
CDKN2B-AS1;Leukemia, Acute
CDKN2B-AS1;Leukemia, lymphoblastic, Acute
CDKN2B-AS1;Prostate Neoplasms
CRNDE;Colorectal Neoplasms
MEG3;Bladder Neoplasms
MEG3;Colon Neoplasms
MEG3;Diabetes Mellitus
MEG3;Diabetes Mellitus, Type 1
MEG3;Gastric Neoplasms
MEG3;Huntington Disease
MEG3;Kidney Neoplasms
MEG3;Leukemia
MEG3;Leukemia, Acute
MEG3;Leukemia, Myeloid
MEG3;Leukemia, Myeloid, Acute
MEG3;Meningioma
MEG3;Myelodysplastic Syndromes
MEG3;Pituitary Adenomas
MEG3;Prostate Neoplasms
NPPA-AS1;Cardiovascular Diseases
ZFAS1;Breast Neoplasms
MIR17HG;Neoplasms
HOTAIR;Pancreatic Neoplasms
MALAT1;neuroblastoma
CDKN2B-AS1;neuroblastoma
HOTAIR;Gastric Neoplasms
MALAT1;Bladder Neoplasms
HOTAIR;Arthritis, Rheumatoid
H19;atherosclerosis
CASC2;Endometrial Neoplasms
XIST;Testicular Neoplasms
MIR155HG;Leukemia
MEG3;neuroblastoma
PVT1;Kidney Neoplasms
HOTAIR;Endometrial Neoplasms
CDKN2B-AS1;glioma
CDKN2B-AS1;Esophageal Neoplasms
CDKN2B-AS1;myocardial infarction
H19;Meningioma
XIST;Bladder Neoplasms
H19;Liver Neoplasms
GAS5;Kidney Neoplasms
HOTTIP;Carcinoma, Hepatocellular
MEG3;glioma
TINCR;Carcinoma, Squamous Cell
MEG3;Carcinoma, Hepatocellular
CDKN2B-AS1;Alzheimer Disease
MEG3;Neoplasms
CDKN2B-AS1;atherosclerosis
HOTAIR;Liver Neoplasms
MEG3;Lung Neoplasms
MALAT1;Prostate Neoplasms
MAP3K14;Pancreatic Neoplasms
MEG3;Breast Neoplasms
MIR17HG;lymphoma
MALAT1;Liver Neoplasms
